participant,block,wpm,error_rate,mean_hold_ms,std_hold_ms,mean_flight_ms,std_flight_ms,mean_speed_norm,jitter,calibration_wpm,kss_sleepiness,mental_demand,temporal_demand,performance,effort,frustration,attentiveness,nasa_tlx_composite,score_0_100,cognitive_level
5,6,15.419558351432949,0.0771340388007054,150.62054635616423,174.587283632285,662.9350372145294,655.6058779280637,0.6203764987893737,0.2055629042243195,2.167301312029277,6.0,1.0,4.0,5.0,4.0,2.0,4.0,3.2,36.7,LOW
17,16,32.90415530695276,0.0295513966042858,282.5684219196075,322.2386642244245,1131.5308515098511,899.7742602982329,0.5739803618105361,0.1130149988990474,2.887181082209753,6.0,1.0,1.0,5.0,1.0,1.0,2.0,1.8,13.3,LOW
52,21,14.8506080857898,0.0930459763085614,306.87395697125714,299.64610853782875,1102.7191022823642,789.7625657338232,0.3516717907337617,0.22183532645979,1.1,8.0,7.0,6.0,1.0,7.0,7.0,1.0,5.6,76.7,HIGH
39,19,27.05472640603468,0.0140401647354214,106.3208476908008,89.7670746302967,589.1300540438699,187.0,0.8783052002173284,0.0780836674285875,3.968845170990678,1.0,2.0,3.0,5.0,4.0,1.0,5.0,2.5,25.0,LOW
5,12,15.582803457860653,0.0198273461431356,320.2818474171815,404.44307763433727,1264.4725195274684,669.0892445099457,0.6222820916614308,0.2398082750754268,2.167301312029277,7.0,2.0,4.0,4.0,4.0,3.0,2.0,3.4,40.0,LOW
18,17,22.10421118981689,0.0211768703403889,195.78853536411853,205.4462103855476,1082.9453528491088,939.5732481076752,0.6806172847381448,0.085196359655279,2.2214160399698883,5.0,2.0,2.0,6.0,2.0,2.0,6.0,2.8,30.0,LOW
33,9,40.51126569166043,0.034123745497668,173.17262625728483,132.7084642505165,465.9162260222452,415.79139483636135,0.9139179596216838,0.1247191973739304,3.481945047794862,4.0,2.0,3.0,7.0,2.0,2.0,5.0,2.5,25.0,LOW
41,2,44.734560535120494,0.022075419945674,86.0,114.46402087374337,494.6389891277721,457.9752188498697,0.9313735064319684,0.1603244366485735,2.9181424508567586,2.0,2.0,2.0,4.0,3.0,1.0,6.0,2.4,23.3,LOW
75,7,25.75002656035993,0.0297978588209686,230.11711838997348,400.0,691.2724603136767,787.7507281275953,0.6026480265490404,0.2767191385167802,2.624791935559969,6.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,50.0,MEDIUM
80,25,31.84871444446535,0.1,315.2741307890505,171.76070297158157,1064.771744451829,701.3669233120327,0.7254222294451117,0.1733503363936103,2.3425082382661078,4.0,4.0,6.0,4.0,3.0,2.0,2.0,3.8,46.7,MEDIUM
57,14,22.589017533985995,0.0864087263639401,300.0853283104357,250.46698426288748,1212.5667744714872,982.0,0.4406016248942153,0.4464673497679481,1.1,8.0,5.0,7.0,4.0,6.0,6.0,3.0,5.6,76.7,HIGH
33,13,39.78876439019746,0.0056316016865088,111.16713368897857,57.99311521277159,418.4488902822581,464.13586925299495,0.8445989787218359,0.0470799938360658,3.3927067201866934,1.0,1.0,2.0,5.0,1.0,2.0,5.0,2.2,20.0,LOW
87,4,31.67441908398413,0.1,217.1528765800373,281.10903499887525,256.54490470914584,654.7379620160443,0.755758451616821,0.1788301990874536,3.0244262991250297,6.0,5.0,5.0,3.0,3.0,6.0,4.0,4.4,56.7,MEDIUM
57,3,9.11521083432106,0.16,222.14659344105524,475.0,834.9875675666403,982.0,0.5639633530526916,0.4215815638437173,2.7940030146051744,7.0,6.0,5.0,1.0,5.0,6.0,2.0,5.5,75.0,HIGH
42,4,36.92941628387168,0.0193422838203166,154.8148957572543,36.060058719468685,274.04240106470377,394.7242309465575,0.94,0.0151319405440225,3.1599201465576545,4.0,1.0,3.0,6.0,4.0,1.0,6.0,2.5,25.0,LOW
82,8,14.419952038459623,0.0233710407660641,213.59822214135656,107.8043093873313,688.9883025401804,766.6708618818479,0.6959703501209582,0.1005790395483835,2.672897502621943,7.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,50.0,MEDIUM
82,3,29.868899527057884,0.0730565496904774,303.97098649586405,169.81777862219758,437.073987370894,521.5222682187389,0.7922773741812115,0.2268435593087057,3.550025994315809,5.0,4.0,6.0,5.0,2.0,3.0,4.0,4.0,50.0,MEDIUM
79,17,20.548218942560062,0.1,292.4423089940202,261.4334108449788,868.2875822197295,664.8630958492159,0.6889497385729187,0.228915210855744,4.2,7.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,50.0,MEDIUM
36,17,27.794509413296623,0.0040491859154522,135.2719370804328,123.87783589235534,793.7503634093232,323.79228699284,0.6819735454733921,0.1878391444575211,3.362508531384858,1.0,1.0,1.0,4.0,2.0,1.0,6.0,1.8,13.3,LOW
21,0,34.12877839877539,0.0391461480565561,124.10235970480346,138.557211973486,434.89416883323634,499.0027987920548,0.566061958659612,0.1346392571506472,4.251642183551765,6.0,3.0,4.0,6.0,3.0,2.0,2.0,3.6,43.3,MEDIUM
54,13,18.023387140661573,0.1161536654561352,249.87690174916784,316.27481764064385,1220.9125961067386,858.9679642986481,0.6477103612411637,0.2883795094662891,1.9408487124918892,6.0,6.0,6.0,1.0,7.0,5.0,3.0,5.5,75.0,HIGH
62,0,9.63203032766204,0.0488469400635993,363.3607535398039,336.0180885760297,998.5286311144624,896.0216168661905,0.34,0.3901263421740903,1.1,6.0,6.0,6.0,1.0,5.0,6.0,2.0,5.5,75.0,HIGH
40,2,43.15151034621486,0.0137611908094982,174.54638826965194,44.69047318805493,529.9713798112665,420.55311386292703,0.7470659110128751,0.1354331939540052,4.209672889401507,2.0,2.0,3.0,5.0,2.0,2.0,4.0,2.5,25.0,LOW
54,19,8.850560119124523,0.116701212650878,453.3404628590788,300.71647372513723,861.0436337379999,904.1581093846874,0.4465023574170282,0.3271339272728551,1.6801285282758884,8.0,5.0,6.0,2.0,6.0,6.0,1.0,5.5,75.0,HIGH
4,11,55.19432851426617,0.0194018191780993,157.8914372774471,211.623487284197,414.5470612635427,511.6425076265364,0.8171098389678738,0.3582732356118899,3.63828038537122,7.0,1.0,4.0,7.0,2.0,1.0,3.0,3.0,33.3,LOW
9,5,26.69536699854429,0.0254879872979136,120.58119226028646,154.38909773834018,522.1268577469589,606.8259649981844,0.683761371880745,0.1684585388712505,2.527389235882727,6.0,1.0,4.0,5.0,1.0,1.0,5.0,2.4,23.3,LOW
24,0,20.800668474441284,0.0159039970683806,183.521053512704,194.7763709667417,463.9480262686071,478.1219985003614,0.4480140463796833,0.0541202290025048,2.443133407170146,5.0,2.0,4.0,7.0,2.0,1.0,7.0,3.2,36.7,LOW
4,5,31.78382283763061,0.0219898635846911,119.192250994958,153.23936274220836,352.3918484331877,464.5224374002798,0.7354402196593537,0.2494882078105328,3.63828038537122,6.0,3.0,4.0,7.0,7.0,1.0,3.0,4.4,56.7,MEDIUM
66,10,11.871349647254414,0.1043529487911934,180.0,199.1153107630256,1268.615825468914,868.4923299476503,0.34,0.4242519697062399,2.56205339197977,7.0,7.0,7.0,2.0,4.0,6.0,1.0,5.5,75.0,HIGH
69,7,17.466359222960925,0.045205704585342,389.483240233419,387.90627384113975,1112.4401673653203,768.9163850115672,0.34,0.3537638330153622,2.016018755155948,8.0,5.0,7.0,2.0,6.0,5.0,4.0,5.5,75.0,HIGH
53,6,15.419502965649604,0.1456448532629086,299.0140467243417,442.7572712242123,1219.9210881180236,831.2140227452503,0.3519956171825109,0.47,2.25049778467364,8.0,5.0,6.0,4.0,7.0,4.0,2.0,5.5,75.0,HIGH
30,11,30.083695039745088,0.0008166481905642,155.08438400596663,97.15332044587652,409.1339681891363,532.6764808261036,0.7123381764219285,0.0,3.006199088082955,1.0,3.0,3.0,5.0,1.0,2.0,3.0,2.5,25.0,LOW
74,4,14.280811349558295,0.0461967089174386,94.74607092927064,233.27869743076968,977.8573754891304,813.6505229379827,0.546044663148249,0.2650742676186435,2.252224752185678,6.0,5.0,4.0,5.0,3.0,4.0,4.0,4.2,53.3,MEDIUM
61,13,24.6203879308947,0.16,247.48074631576347,337.21792948227494,1012.1482055556334,661.4947476701452,0.4200062204610363,0.47,1.84369723441004,7.0,6.0,6.0,2.0,5.0,5.0,4.0,5.5,75.0,HIGH
60,4,18.102857990074504,0.16,353.2990806235658,442.0504458418525,875.1662619026158,803.3408681768817,0.34,0.2990000063560412,2.625404660889263,8.0,6.0,6.0,3.0,7.0,5.0,1.0,5.5,75.0,HIGH
68,8,14.965549007274127,0.0520672662894238,342.7729613574273,336.5951165395307,1241.2903223924864,663.9259006869104,0.34,0.3512515347752667,2.195125731830285,7.0,7.0,5.0,4.0,6.0,6.0,2.0,5.6,76.7,HIGH
85,21,34.17966019523905,0.0868487171609757,102.82835919867924,155.39630714560815,786.9557977337795,950.0,0.6543184093061889,0.121348788333747,2.4083127253337184,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.6,43.3,MEDIUM
81,15,33.80819326645395,0.0583486746031363,359.2278779535277,242.98804177307392,882.6472303383642,573.5634312712884,0.4497351086888546,0.2875542627256439,2.938319080445443,6.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,50.0,MEDIUM
68,18,15.180040642100872,0.16,512.691093754726,314.41713278917166,1605.4807321113387,760.6946428504211,0.4540435321703586,0.3091087757248348,2.2551507215869435,9.0,7.0,7.0,3.0,6.0,6.0,4.0,5.8,80.0,HIGH
61,12,15.585352262344228,0.16,347.8049236178377,317.04162451600564,1020.627051522144,714.3245002297692,0.5587429164172601,0.27802833821515,2.630358641489556,6.0,5.0,5.0,2.0,7.0,6.0,3.0,5.5,75.0,HIGH
30,25,41.30186089276791,0.0056019694204549,130.16531530619466,36.72189930248403,408.3596560000231,428.6510790787296,0.8188924248061107,0.1041500191348998,3.3940912916381065,3.0,2.0,2.0,6.0,2.0,1.0,4.0,2.5,25.0,LOW
79,11,14.488643582476127,0.0786014271150832,237.2540181581016,201.4776814500416,294.65712378979634,808.6723032731115,0.713285760659217,0.1906334816222885,2.381646013293361,7.0,5.0,5.0,6.0,3.0,3.0,5.0,4.4,56.7,MEDIUM
25,10,29.77302799224661,0.0373449569221628,280.4801053306392,354.0646537437734,984.6395730287048,792.3286781024551,0.5829083919230609,0.1887626201551524,2.5194389034483256,8.0,3.0,4.0,4.0,3.0,3.0,5.0,3.4,40.0,LOW
70,1,34.336288973534096,0.0415606761120539,348.6910237002415,208.341878204612,1003.8406813013764,793.1574407857282,0.6833565611800576,0.3035959612313127,3.1820187166288694,5.0,6.0,5.0,4.0,4.0,4.0,2.0,4.6,60.0,MEDIUM
82,9,23.900183310641665,0.0331481010594506,277.7273699891667,187.4827681688722,941.2568882448688,464.595184884732,0.6058714399011655,0.2423009856301877,3.6421896138647023,5.0,6.0,4.0,5.0,3.0,3.0,3.0,4.2,53.3,MEDIUM
32,13,49.46571605284938,0.0122144154865307,130.50314009407333,71.7449799153683,523.1071064465326,226.84638936266336,0.816153782671492,0.1065769331791455,3.3559447745691946,2.0,4.0,2.0,6.0,4.0,1.0,5.0,2.5,25.0,LOW
58,9,21.502873221774784,0.1518860541238994,300.88454245177616,431.400086051265,1251.423697214974,886.3798177115087,0.615206587004711,0.3526397238617373,2.591689942351443,7.0,6.0,5.0,3.0,6.0,7.0,4.0,5.5,75.0,HIGH
88,17,30.40450523094732,0.0910045095015467,193.1357026843524,17.0,387.5225482830023,701.5420205533532,0.614387343882331,0.1740313183565994,1.5,5.0,2.0,4.0,6.0,3.0,4.0,3.0,3.8,46.7,MEDIUM
42,4,32.63087778082735,0.0177970564044705,106.64452243631123,168.0317103371327,545.650995028966,324.35041864236376,0.868831277788597,0.0950512454895027,3.3845540484922023,3.0,2.0,1.0,6.0,1.0,2.0,6.0,2.4,23.3,LOW
2,9,15.080332802641022,0.0581381627570444,231.82313541084616,265.7908910764184,837.101518013065,724.6558564053659,0.5561445114843936,0.1482952994249198,2.979001299733391,7.0,6.0,5.0,5.0,5.0,5.0,5.0,5.2,70.0,MEDIUM
49,4,46.02206260243683,0.0239833055212231,86.0,45.8476992181257,278.3645404474903,529.5154081312597,0.8421702767420423,0.1302919626943245,3.492988700687129,3.0,2.0,2.0,6.0,2.0,2.0,6.0,2.5,25.0,LOW
24,2,31.463817543088314,0.0338097593359067,225.14923865822612,241.0012341526547,733.1789978372475,667.9129396665367,0.5430514108450061,0.1293831562720704,2.443133407170146,5.0,1.0,3.0,6.0,2.0,1.0,6.0,2.6,26.7,LOW
23,23,37.24235853216592,0.0280966044954567,290.90229231163283,308.4172869603012,1395.8547477854602,829.187295913197,0.5027344967295909,0.1021673573177203,3.1061619578111657,8.0,3.0,4.0,6.0,5.0,3.0,5.0,4.2,53.3,MEDIUM
74,10,18.120167059982105,0.0750296695964465,299.4309682342091,45.5215515973417,829.6490428818247,348.4511613060544,0.678828015664783,0.0776239404363523,3.2730638228395104,4.0,5.0,4.0,5.0,5.0,4.0,2.0,4.6,60.0,MEDIUM
49,15,58.13979230027137,0.0093762330262703,194.4764190986996,165.70937207750518,387.45307443678337,398.1766555452826,0.8028955954043454,0.0640632750012637,3.5305227243396184,2.0,2.0,2.0,4.0,2.0,2.0,6.0,2.4,23.3,LOW
41,15,35.182931596094164,0.06,228.8723630422188,82.82109416421996,409.9816217934721,486.6287282513144,0.6949481031875662,0.0962185697747657,2.4174649882319668,4.0,1.0,1.0,6.0,2.0,1.0,5.0,2.2,20.0,LOW
75,3,35.24803168427827,0.0316215151793346,243.322381278866,232.2851395870374,884.5563345049281,645.8179294046508,0.7617994558925782,0.2248888905954986,2.8611157045768376,4.0,6.0,5.0,5.0,5.0,3.0,4.0,4.8,63.3,MEDIUM
88,9,24.809695631445138,0.0382845645377405,207.630232064152,198.0887780997001,753.1813469372187,692.0770017086726,0.74393827037515,0.1029873676758198,3.237390200791689,4.0,4.0,5.0,3.0,4.0,2.0,4.0,3.6,43.3,MEDIUM
67,24,9.875847116212038,0.16,291.6917710128579,336.2646037869725,1142.684994311814,785.5374953473079,0.4465187356317182,0.4436429038533774,2.7708354234045967,7.0,6.0,6.0,2.0,6.0,5.0,4.0,5.5,75.0,HIGH
35,15,32.70459247146679,0.0180446161196616,97.03477114642094,118.21193753666304,337.8470496541237,448.1206455922905,0.844967697014768,0.0706736577881077,2.7352739360993983,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.5,25.0,LOW
3,9,15.036528944323916,0.058770909493741,173.1275282560404,209.37169140773744,915.1328730601116,748.4838286739792,0.5653398021603001,0.1749055091309894,1.8953181206234515,6.0,5.0,4.0,4.0,2.0,1.0,5.0,3.2,36.7,LOW
85,24,22.409204672725554,0.0878343446564286,225.58551249951967,219.3138272501737,622.6676825525683,557.1103258570049,0.760023269408733,0.1625440315018549,3.452825721055406,4.0,4.0,4.0,2.0,5.0,5.0,6.0,4.0,50.0,MEDIUM
34,7,40.52484002872272,0.0154402083045661,97.2600959035846,122.51431680729564,357.4487023886881,541.9963294777054,0.8218303733534084,0.0818940402679916,3.9348348757009735,3.0,3.0,2.0,5.0,1.0,1.0,7.0,2.4,23.3,LOW
8,24,20.336622689563445,0.0095541401273885,324.5468700232321,340.04546205546905,1267.0165819575946,822.0809577243296,0.6882746737846812,0.2659108975436511,2.1519833970177884,6.0,6.0,3.0,3.0,4.0,7.0,6.0,4.6,60.0,MEDIUM
54,14,10.364368429280333,0.16,324.4928780690636,386.85570696990976,936.7643585752572,982.0,0.5623069325290714,0.47,2.6404163782566017,9.0,6.0,6.0,2.0,6.0,7.0,2.0,5.5,75.0,HIGH
46,16,52.56516926117441,0.0563855209077518,86.0,153.61017603807315,369.8889797784708,271.97873388751907,0.8253126941917981,0.1638575940364576,4.189235957909004,2.0,3.0,2.0,5.0,2.0,2.0,7.0,2.5,25.0,LOW
79,8,28.69079593852179,0.0401235495127831,128.29549711883504,273.49164510132124,429.5212605228848,378.9960753594468,0.6788944101944417,0.295176422188753,3.0685018110168545,6.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,50.0,MEDIUM
2,10,23.222961073748653,0.0409644159245943,219.10970464208447,236.4429240967346,1224.2379819973708,888.4165646928027,0.5588218103961188,0.1625252391474148,2.979001299733391,7.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,66.7,MEDIUM
40,4,26.98651081954953,0.0129690005857562,93.2916410199896,137.10183109254172,459.4159947245616,386.743681852164,0.770053374332088,0.0873284528468475,4.207370131405538,4.0,1.0,1.0,7.0,2.0,2.0,5.0,2.5,25.0,LOW
87,6,25.420215207115323,0.0114301447186891,271.8767732339488,251.23517128912093,891.2454543847073,536.1435168141999,0.7941150167658726,0.2361994477814181,3.7524092545840073,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.6,43.3,MEDIUM
39,11,27.388858258083488,0.0520782337922509,164.89394719847076,134.6546493994016,690.0548875321996,419.7000356529461,0.6525619638975886,0.1625494428125887,2.274852750730277,4.0,3.0,2.0,7.0,1.0,2.0,7.0,2.5,25.0,LOW
37,18,44.3467778815994,0.0114429570952673,161.24724820894966,70.35925680884421,371.6459461698922,422.5770193694991,0.6927472020504573,0.0676025682255379,2.9699761468698584,2.0,3.0,1.0,5.0,2.0,1.0,5.0,2.4,23.3,LOW
34,18,35.02468334942968,0.0119949410827121,132.24822612356607,115.85947269643674,478.84105783414776,366.0472530229605,0.7531100317898926,0.0252106122475303,4.076430711296007,3.0,3.0,2.0,6.0,2.0,2.0,5.0,2.5,25.0,LOW
71,21,20.01600468581921,0.0592628938505645,276.10681472193784,262.43803806663834,464.7386868207367,799.8685468649448,0.571033095802234,0.189920860361886,2.768025278074974,3.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,50.0,MEDIUM
19,16,31.111815536037813,0.003820323754644,118.05620616839217,105.0766129188916,365.3605796486678,417.71418689330574,0.9084777486032632,0.3696170623076082,3.016501100438831,9.0,6.0,7.0,1.0,7.0,7.0,1.0,5.6,76.7,HIGH
33,3,39.86140969083763,0.0178753294296434,124.63891116762538,130.31107043744748,260.3201447529617,237.804177043192,0.7293725236118307,0.0818256225385486,3.739930710184261,3.0,2.0,3.0,6.0,3.0,1.0,7.0,2.5,25.0,LOW
44,22,26.185137465234146,0.0089345077903092,168.99007260346326,103.11426897069217,386.51562248307977,320.5192762855248,0.7759219307755799,0.0763394474247439,3.4459547876373486,2.0,2.0,1.0,5.0,3.0,2.0,5.0,2.5,25.0,LOW
24,17,22.98581327711692,0.0604981158737635,293.59052986234195,275.33629683212695,1014.4108541863832,810.9852633741871,0.6823790482295842,0.2548427548799554,2.443133407170146,4.0,3.0,3.0,5.0,3.0,2.0,6.0,3.2,36.7,LOW
64,21,15.659268633899549,0.16,463.7378325137423,210.9760330064161,1323.758570781337,762.9029721357704,0.4662826046145924,0.2822969666951713,2.8189399432243896,9.0,7.0,5.0,3.0,6.0,6.0,2.0,5.5,75.0,HIGH
40,15,47.52914362471092,0.0256976200522141,164.52602954816555,90.23565125911594,623.1941690478459,478.5486232246082,0.7606904436238907,0.1679370621640458,3.163007182972509,2.0,2.0,3.0,6.0,1.0,1.0,6.0,2.5,25.0,LOW
87,1,27.504414520726822,0.057532307947109,351.33549954917,309.7487435626839,600.0390640898283,796.6542602081902,0.4164110250262137,0.213484880082294,3.4248067822201165,8.0,5.0,2.0,3.0,5.0,5.0,4.0,4.0,50.0,MEDIUM
35,23,39.105931456469456,0.0114977180808101,116.36413682219931,123.4903064697936,345.53322658135926,365.8424138205722,0.7961854544446685,0.0818892257734472,3.531388031270805,2.0,2.0,1.0,5.0,2.0,1.0,3.0,2.2,20.0,LOW
42,23,37.79309721636915,0.0426394730216049,170.13905163510657,122.01380405619553,587.4293609569013,345.9670634161288,0.8260855602849113,0.0883701456873122,2.9764302092586057,2.0,2.0,3.0,5.0,3.0,2.0,5.0,2.5,25.0,LOW
19,5,27.92617870939586,0.0036536536536536,108.21198338972016,37.72063277361986,386.5614706289372,375.6508508267345,0.8865067361170338,0.3297476397575052,3.016501100438831,8.0,6.0,6.0,6.0,5.0,7.0,4.0,6.0,83.3,HIGH
10,7,35.85537855851305,0.0,289.32536464187626,371.9940514065767,941.6860988937102,820.7165572235729,0.8225672234280503,0.2991333722063542,3.8097184611361854,5.0,1.0,1.0,7.0,1.0,1.0,7.0,2.2,20.0,LOW
45,10,44.32644897352064,0.0057726804230959,86.0,158.1807216383615,517.5484939785695,449.6169584628741,0.8356301718288519,0.0465771906033798,3.744541768103283,3.0,2.0,3.0,7.0,3.0,1.0,7.0,2.5,25.0,LOW
78,10,26.893689551163213,0.1,233.9872641151284,279.2733140076979,925.7139842003684,588.3631367220986,0.7291405116026236,0.2614465861087519,2.8347998952268147,7.0,3.0,5.0,4.0,3.0,3.0,4.0,3.6,43.3,MEDIUM
56,21,15.022762140431276,0.1543998857689482,325.2802304386522,362.518014712907,920.957887686796,706.311020531329,0.34,0.3612515609389401,1.9834766535208177,8.0,6.0,6.0,3.0,7.0,5.0,2.0,5.5,75.0,HIGH
10,16,33.09643716078026,0.0102025513777488,429.0636316032686,363.41853680364704,1150.721519682666,752.9778196193063,0.8303200801243974,0.3030743188387554,3.8097184611361854,9.0,1.0,1.0,7.0,5.0,1.0,7.0,3.0,33.3,LOW
60,1,13.61757114526565,0.0940168837109468,270.38964826403947,253.82761193097787,1261.121627040827,705.9597541795938,0.3448448871486922,0.4517089140413907,2.2979397419983507,6.0,6.0,6.0,3.0,6.0,4.0,3.0,5.5,75.0,HIGH
48,9,38.00067514473131,0.0116981367499778,149.3857404524681,36.20498943937599,592.4325808389219,509.0027157743184,0.8610250964156299,0.019527321562552,3.089567199627474,1.0,3.0,2.0,5.0,2.0,2.0,6.0,2.5,25.0,LOW
30,13,26.29246398530397,0.0383006968049861,128.44283198060637,166.56933005990552,432.7595038864282,509.0909814929458,0.7651063149868705,0.1352554704783324,3.5587500692487275,3.0,1.0,2.0,5.0,3.0,2.0,5.0,2.5,25.0,LOW
74,13,32.65724083062306,0.0806535307130479,179.99057590066633,153.2190689736448,254.46161242029572,679.783263408104,0.6630200419323321,0.1225392404715106,2.95277780825039,6.0,4.0,5.0,4.0,4.0,4.0,4.0,4.2,53.3,MEDIUM
66,15,16.668881369292535,0.1440140779053063,308.2988392904807,263.9096902700036,1273.5517821717765,720.9562244691082,0.443239896241421,0.3826307541321396,2.094065333594153,9.0,6.0,5.0,2.0,6.0,6.0,2.0,5.5,75.0,HIGH
60,10,19.38720181126462,0.16,332.0130277028247,319.51983234357016,1298.6764766898752,875.0001560368974,0.34,0.3759746536581831,2.3440775688001634,6.0,5.0,5.0,3.0,5.0,7.0,2.0,5.5,75.0,HIGH
30,14,37.30324663157992,0.06,183.89292966454235,132.87748804434705,250.0,277.7399351216983,0.853779835293755,0.1587294896580552,3.0711792910505284,1.0,1.0,1.0,5.0,4.0,1.0,4.0,2.4,23.3,LOW
34,4,40.73244440752408,0.0269979796677302,113.75465418116056,89.51583109021483,544.1454328319618,276.3760581687146,0.8280596130307807,0.0929697453876809,3.485461550533238,2.0,2.0,2.0,6.0,1.0,2.0,7.0,2.5,25.0,LOW
5,20,12.018476658608256,0.0183903687553322,222.4744269602276,219.36937260910724,1615.0760326413458,598.7752209346922,0.5587441017661524,0.2338174632320149,2.167301312029277,7.0,3.0,3.0,4.0,5.0,5.0,2.0,4.0,50.0,MEDIUM
17,17,30.8650589974893,0.0064365836424659,299.7911546733351,330.35125729502846,1081.387108715062,783.2196728444935,0.5544220521530097,0.1331388646750402,2.887181082209753,5.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,16.7,LOW
54,10,12.280497046103774,0.1515344196025174,389.8923914499071,232.51532523578732,1077.95533264665,844.3070074853774,0.34,0.4499963405051398,2.323969240540112,8.0,6.0,6.0,3.0,6.0,7.0,1.0,5.6,76.7,HIGH
36,16,48.4480139336546,0.0015568456642161,178.33051301922,107.33368855993685,526.7114021176013,368.955915109272,0.7717828842660082,0.0635350243014472,3.477988813443881,2.0,3.0,1.0,7.0,2.0,1.0,5.0,2.5,25.0,LOW
43,15,34.843159017123284,0.06,110.61076953804024,157.2439666235719,766.1922740020323,521.3896834102756,0.7793081099190208,0.0837384568913962,3.6598522744640287,2.0,3.0,1.0,6.0,2.0,1.0,5.0,2.5,25.0,LOW
43,14,30.756167557119515,0.0133076332810742,180.63099700666223,80.47920393752261,502.73847672292845,445.6783781513857,0.7084573582494359,0.0476545092818521,4.214051120786356,4.0,2.0,2.0,5.0,4.0,1.0,5.0,2.5,25.0,LOW
38,14,29.81202005902508,0.0024513925953631,119.46090999283858,49.1257926199646,425.6083574344625,207.4989875096984,0.8194978171568199,0.0758220801609487,3.0163514781276177,2.0,2.0,3.0,7.0,3.0,1.0,6.0,2.5,25.0,LOW
24,18,23.76320484415367,0.0838732895005081,339.03409216149964,352.0917384626261,982.6723195940244,779.6761042989604,0.764205955007385,0.1904905745103135,2.443133407170146,4.0,3.0,4.0,5.0,4.0,3.0,5.0,3.8,46.7,MEDIUM
25,18,25.393999482257986,0.0496150556030795,336.53368421723525,323.8365511923071,1178.5768180161822,822.2896100472391,0.533868121387165,0.1973466307225683,2.5194389034483256,8.0,3.0,3.0,3.0,3.0,6.0,4.0,3.6,43.3,MEDIUM
86,22,16.516904135105783,0.0462120779333929,220.15877726570196,114.24872719201744,797.4982196519367,605.6075057590954,0.6442586182069275,0.2151012307103806,3.2191292465757955,4.0,5.0,3.0,4.0,4.0,3.0,5.0,3.8,46.7,MEDIUM
17,19,23.94708309026691,0.0071788537549407,306.3437292743307,399.42609919667,1146.1960581446606,800.9424325321163,0.5646126852941011,0.1125188002967144,2.887181082209753,5.0,1.0,4.0,6.0,1.0,1.0,1.0,2.6,26.7,LOW
6,21,30.38399052140471,0.0120849146776868,378.3279257741123,434.3036720117537,1156.8061811337222,792.0436610146608,0.8218185597155496,0.4178759094818053,3.326160230359481,5.0,4.0,4.0,6.0,1.0,1.0,6.0,3.2,36.7,LOW
18,6,21.065757306082897,0.0125985125985125,158.8416333740066,134.38346479933745,666.2538674306072,595.7303710610414,0.4967338063588933,0.0539193167837963,2.2214160399698883,4.0,4.0,2.0,6.0,2.0,2.0,6.0,3.2,36.7,LOW
11,8,29.903857844200605,0.0833990381597941,136.54958726274774,171.18163175872968,488.3811826501593,572.0925424814512,0.8781021838213554,0.3477352494829657,2.316286075955209,8.0,4.0,5.0,6.0,3.0,4.0,2.0,4.4,56.7,MEDIUM
2,4,20.719146837829506,0.05006105006105,166.32287341259826,155.87618475724392,742.3207214883543,841.5182886523189,0.6337043774250979,0.2345900347194808,2.979001299733391,7.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,50.0,MEDIUM
25,11,19.539657903019528,0.0334942388429599,267.208561378586,305.29337078393195,862.9205794219573,649.4024356629731,0.6301513641589646,0.2500751245785094,2.5194389034483256,8.0,5.0,4.0,4.0,5.0,3.0,5.0,4.2,53.3,MEDIUM
32,0,25.979972351672824,0.0063239211218018,137.0819739003965,94.1554387362182,439.3989366984459,438.8074034299037,0.6328276008158029,0.0276633088113249,2.948007733638521,2.0,3.0,1.0,5.0,3.0,1.0,5.0,2.5,25.0,LOW
67,22,16.11069294509121,0.04,294.4462074326261,248.9503596338676,1616.0,730.5095703382007,0.5507632707514615,0.3983605659654728,1.7023712065456038,7.0,6.0,6.0,4.0,7.0,6.0,3.0,5.8,80.0,HIGH
3,2,18.11711354610652,0.0375760021522733,150.44437047191954,137.63219908437026,723.593103454575,744.6664635478664,0.4944953605719699,0.1032318646248328,1.8953181206234515,5.0,4.0,6.0,7.0,1.0,1.0,3.0,3.8,46.7,MEDIUM
69,16,14.891647936316188,0.04,194.4119346234197,377.0001547717539,1227.9877012451095,821.0372446739078,0.4093933232661134,0.3977324074327513,1.936435645840456,8.0,6.0,7.0,3.0,7.0,7.0,2.0,6.0,83.3,HIGH
